"size","gender","age","edu","wealth"
10,"1",28,"1","2"
10,"2",21,"2","2"
10,"2",0,"0","2"
10,"1",86,"0","2"
8,"1",7,"1","1"
8,"2",11,"1","1"
8,"2",58,"0","1"
6,"2",2,"0","2"
6,"2",59,"0","4"
6,"2",71,"0","1"
6,"1",0,"0","3"
6,"2",19,"2","3"
8,"1",41,"0","2"
8,"1",27,"2","2"
8,"1",34,"2","2"
7,"1",22,"3","2"
7,"2",19,"2","2"
6,"2",43,"1","5"
6,"2",20,"3","5"
6,"1",6,"0","4"
6,"2",1,"0","4"
6,"2",70,"0","5"
7,"2",21,"2","5"
7,"2",72,"0","5"
6,"1",17,"3","5"
7,"2",2,"0","5"
7,"2",26,"3","5"
9,"1",27,"1","5"
9,"2",16,"2","5"
9,"2",0,"0","5"
9,"1",13,"2","5"
7,"2",21,"3","4"
7,"2",18,"3","4"
6,"2",19,"2","5"
6,"1",18,"3","5"
6,"1",5,"1","4"
7,"1",30,"3","5"
7,"1",27,"3","5"
6,"1",1,"0","3"
6,"1",15,"2","5"
6,"1",15,"2","5"
6,"1",16,"2","5"
6,"2",42,"0","5"
7,"2",27,"2","5"
7,"1",4,"0","5"
9,"2",33,"2","5"
9,"1",81,"0","5"
9,"2",70,"0","5"
9,"2",13,"2","5"
6,"1",28,"2","5"
10,"2",43,"3","5"
10,"2",21,"3","5"
10,"2",19,"3","5"
10,"2",36,"2","5"
10,"1",36,"2","5"
9,"1",7,"1","5"
9,"2",20,"3","5"
9,"2",18,"3","5"
9,"1",9,"1","5"
7,"2",11,"1","5"
7,"1",4,"0","5"
7,"1",16,"3","5"
7,"2",13,"2","5"
8,"2",30,"3","5"
8,"1",3,"0","5"
8,"1",32,"3","5"
7,"1",15,"2","5"
7,"2",9,"1","5"
6,"1",37,"3","5"
9,"2",14,"2","5"
9,"2",12,"1","5"
9,"2",34,"2","5"
9,"2",6,"0","5"
6,"1",15,"2","5"
8,"2",17,"1","4"
8,"1",15,"2","4"
8,"1",13,"1","4"
6,"2",54,"1","5"
6,"2",9,"1","3"
7,"2",23,"3","3"
7,"2",12,"1","3"
7,"2",7,"0","4"
7,"1",5,"0","4"
8,"2",54,"0","3"
8,"1",9,"1","3"
8,"1",7,"0","3"
6,"2",0,"0","2"
8,"1",23,"3","2"
8,"1",21,"3","2"
8,"2",35,"3","2"
7,"1",16,"2","4"
7,"1",10,"1","4"
7,"2",13,"2","2"
7,"2",62,"0","2"
6,"1",14,"2","2"
6,"1",0,"0","4"
8,"2",19,"2","3"
8,"1",17,"2","3"
8,"2",26,"2","3"
6,"1",15,"2","4"
6,"2",5,"0","2"
6,"1",8,"1","3"
6,"2",1,"0","3"
10,"2",4,"0","4"
10,"1",0,"0","4"
10,"1",26,"3","4"
10,"2",23,"3","4"
10,"1",89,"0","4"
6,"2",23,"3","4"
8,"2",17,"2","3"
8,"2",15,"1","3"
8,"1",12,"1","3"
9,"2",17,"2","3"
9,"2",13,"2","3"
9,"2",23,"2","3"
9,"1",1,"0","3"
8,"1",21,"1","2"
8,"2",21,"1","2"
8,"2",1,"0","2"
6,"2",10,"1","4"
12,"1",1,"0","2"
12,"1",19,"2","2"
12,"2",21,"2","2"
12,"1",1,"0","2"
12,"2",15,"2","2"
12,"1",13,"2","2"
12,"1",13,"2","2"
6,"2",9,"1","2"
12,"1",9,"1","3"
12,"2",3,"0","3"
12,"1",22,"2","3"
12,"2",21,"2","3"
12,"2",16,"2","3"
12,"1",59,"0","3"
12,"2",61,"0","3"
8,"2",21,"3","5"
8,"2",54,"0","5"
8,"2",47,"0","5"
9,"2",1,"0","5"
9,"1",25,"3","5"
9,"2",24,"3","5"
9,"2",86,"0","5"
7,"2",17,"2","2"
7,"2",13,"2","2"
6,"2",70,"0","4"
8,"2",36,"0","4"
8,"2",3,"0","4"
8,"2",0,"0","4"
8,"1",4,"0","4"
8,"2",58,"0","4"
8,"2",21,"2","4"
7,"1",1,"0","5"
7,"2",26,"3","5"
7,"1",21,"2","4"
7,"1",19,"2","4"
8,"2",17,"2","3"
8,"1",14,"1","3"
8,"2",9,"0","3"
6,"1",60,"0","4"
6,"1",3,"0","5"
10,"1",7,"1","5"
10,"2",29,"2","5"
10,"1",5,"0","5"
10,"2",26,"2","5"
10,"2",3,"0","5"
6,"2",82,"0","5"
7,"2",17,"2","5"
7,"2",12,"2","5"
6,"1",79,"0","2"
7,"1",26,"2","3"
7,"1",27,"2","3"
6,"1",12,"1","1"
6,"2",19,"3","2"
8,"2",16,"2","3"
8,"2",13,"2","3"
8,"1",5,"1","3"
6,"2",9,"1","2"
6,"2",30,"1","3"
6,"2",69,"0","1"
9,"2",8,"1","1"
9,"1",3,"0","1"
9,"1",83,"0","1"
9,"2",54,"0","1"
6,"1",9,"1","1"
7,"2",45,"0","1"
7,"2",8,"1","1"
8,"2",15,"1","2"
8,"2",11,"1","2"
8,"2",7,"1","2"
12,"1",30,"1","2"
12,"2",26,"1","2"
12,"2",6,"1","2"
12,"1",1,"0","2"
12,"2",25,"1","2"
12,"1",65,"0","2"
12,"2",56,"0","2"
8,"1",0,"0","3"
8,"1",25,"3","3"
8,"2",18,"3","3"
7,"1",0,"0","3"
7,"2",85,"0","3"
6,"2",82,"0","1"
10,"2",19,"2","1"
10,"2",0,"0","1"
10,"1",19,"2","1"
10,"2",23,"2","1"
10,"2",2,"0","1"
6,"2",0,"0","2"
7,"1",18,"2","2"
7,"2",15,"2","2"
6,"2",72,"0","5"
6,"2",52,"1","3"
7,"2",74,"0","4"
7,"2",62,"0","4"
6,"1",12,"2","4"
7,"2",27,"2","4"
7,"2",12,"2","4"
6,"1",26,"2","2"
6,"1",3,"0","2"
8,"2",29,"2","2"
8,"2",9,"1","2"
8,"1",5,"0","2"
10,"1",30,"1","1"
10,"2",22,"1","1"
10,"1",6,"1","1"
10,"1",22,"0","1"
10,"1",18,"1","1"
6,"2",69,"0","1"
6,"1",11,"1","2"
6,"2",11,"1","3"
6,"2",11,"1","1"
7,"1",80,"0","3"
7,"2",77,"0","3"
8,"1",0,"0","1"
8,"1",60,"1","1"
8,"2",55,"0","1"
6,"2",0,"0","3"
9,"1",17,"2","3"
9,"2",35,"1","3"
9,"2",8,"1","3"
9,"2",75,"0","3"
6,"2",13,"2","2"
8,"1",26,"2","2"
8,"1",79,"0","2"
8,"2",69,"0","2"
9,"1",7,"0","3"
9,"1",28,"2","3"
9,"2",23,"3","3"
9,"1",1,"0","3"
9,"2",39,"1","3"
9,"1",16,"2","3"
9,"2",17,"2","3"
9,"1",22,"2","3"
6,"2",17,"2","1"
8,"1",21,"2","3"
8,"2",19,"2","3"
8,"2",15,"2","3"
7,"2",66,"0","1"
7,"2",18,"2","1"
10,"2",23,"2","4"
10,"2",2,"0","4"
10,"2",21,"3","4"
10,"2",19,"3","4"
10,"2",73,"0","4"
8,"2",22,"3","4"
8,"2",2,"0","4"
8,"2",88,"0","4"
6,"1",9,"1","3"
6,"1",4,"0","2"
6,"1",15,"2","4"
6,"2",68,"0","3"
9,"1",2,"0","4"
9,"2",26,"2","4"
9,"2",4,"0","4"
9,"2",1,"0","4"
7,"1",6,"1","1"
7,"2",3,"0","1"
7,"2",27,"3","2"
7,"2",2,"0","2"
6,"1",28,"2","3"
7,"2",69,"0","2"
7,"1",37,"2","2"
11,"1",9,"1","2"
11,"2",70,"0","2"
11,"1",70,"0","2"
11,"2",18,"3","2"
11,"1",42,"2","2"
11,"2",29,"1","2"
7,"1",16,"3","2"
7,"2",12,"2","2"
7,"2",11,"1","1"
7,"1",7,"0","1"
6,"2",55,"0","3"
6,"2",15,"2","4"
8,"2",0,"0","3"
8,"2",19,"1","3"
8,"2",83,"0","3"
8,"1",21,"2","3"
8,"2",23,"3","3"
8,"2",0,"0","3"
6,"2",80,"0","2"
7,"2",21,"3","4"
7,"1",14,"2","4"
7,"1",11,"1","3"
7,"2",68,"0","3"
6,"1",12,"1","2"
7,"2",8,"1","2"
7,"1",1,"0","2"
6,"1",10,"0","2"
7,"1",7,"1","4"
7,"2",69,"0","4"
6,"2",19,"2","2"
6,"1",80,"2","2"
7,"1",13,"2","4"
7,"1",65,"0","4"
7,"2",5,"0","4"
7,"2",18,"3","4"
6,"2",5,"0","2"
7,"1",2,"0","1"
7,"1",16,"2","1"
6,"2",82,"0","3"
9,"1",27,"1","1"
9,"2",7,"1","1"
9,"2",5,"0","1"
9,"1",1,"0","1"
7,"1",81,"0","2"
7,"2",83,"0","2"
6,"2",1,"0","3"
6,"2",18,"2","3"
6,"1",15,"2","2"
6,"1",2,"0","1"
6,"1",8,"1","1"
7,"2",17,"2","1"
7,"2",14,"1","1"
6,"2",5,"1","2"
6,"1",18,"1","1"
7,"1",5,"1","1"
7,"1",1,"0","1"
7,"2",0,"0","2"
7,"2",85,"0","2"
7,"2",23,"2","1"
7,"2",1,"0","1"
6,"1",21,"3","2"
6,"1",15,"2","2"
8,"1",18,"2","2"
8,"1",16,"2","2"
8,"2",11,"1","2"
7,"1",20,"2","2"
7,"1",16,"2","2"
7,"1",30,"3","3"
7,"1",22,"1","3"
7,"1",8,"1","1"
7,"1",5,"0","1"
6,"2",18,"2","2"
6,"1",8,"1","2"
9,"2",4,"0","3"
9,"2",26,"2","3"
9,"2",7,"1","3"
9,"1",5,"0","3"
8,"2",47,"0","2"
8,"1",14,"2","2"
8,"1",23,"3","2"
6,"2",1,"0","2"
6,"2",6,"1","2"
6,"2",15,"2","3"
7,"2",6,"1","1"
7,"2",0,"0","1"
7,"1",5,"1","1"
7,"2",1,"0","1"
7,"1",6,"0","1"
7,"1",77,"1","1"
9,"2",0,"0","1"
9,"2",16,"2","1"
9,"2",13,"1","1"
9,"1",10,"1","1"
6,"2",66,"0","1"
6,"1",4,"0","1"
6,"2",13,"1","1"
8,"2",24,"2","2"
8,"1",2,"0","2"
8,"2",21,"3","2"
7,"1",11,"1","1"
7,"1",9,"1","1"
7,"1",3,"0","1"
7,"2",15,"2","1"
9,"2",1,"0","1"
9,"1",16,"2","1"
9,"1",11,"1","1"
9,"2",91,"0","1"
6,"2",66,"1","1"
7,"2",5,"0","1"
7,"2",0,"0","1"
7,"2",32,"0","1"
7,"2",1,"0","1"
8,"1",11,"1","1"
8,"1",7,"1","1"
8,"2",19,"1","1"
6,"2",3,"0","1"
6,"2",3,"0","1"
7,"2",9,"1","1"
7,"2",7,"1","1"
7,"1",9,"1","1"
7,"1",3,"0","1"
8,"1",27,"2","1"
8,"2",28,"2","1"
8,"2",0,"0","1"
6,"1",28,"3","1"
6,"2",8,"1","1"
6,"1",1,"0","2"
6,"1",1,"0","2"
9,"1",32,"2","2"
9,"2",22,"0","2"
9,"1",19,"3","2"
9,"1",17,"2","2"
10,"2",63,"1","1"
10,"2",30,"1","1"
10,"2",26,"1","1"
10,"1",23,"1","1"
10,"1",3,"0","1"
6,"1",4,"0","1"
6,"2",56,"0","3"
7,"2",13,"1","4"
7,"1",10,"1","4"
7,"1",14,"2","2"
7,"1",18,"2","2"
6,"2",80,"0","4"
7,"2",13,"1","2"
7,"2",13,"1","2"
6,"2",81,"0","1"
8,"1",3,"0","2"
8,"2",29,"2","2"
8,"2",5,"0","2"
6,"1",3,"0","3"
7,"1",8,"1","1"
7,"1",4,"0","1"
6,"2",1,"0","1"
8,"1",17,"2","2"
8,"2",19,"1","2"
8,"2",14,"2","2"
6,"1",9,"1","1"
7,"1",22,"1","1"
7,"1",15,"1","1"
6,"1",0,"0","1"
6,"1",0,"0","1"
8,"2",1,"0","2"
8,"2",27,"1","2"
8,"1",2,"0","2"
6,"2",88,"0","2"
7,"2",80,"0","2"
7,"1",10,"1","2"
7,"2",9,"1","1"
7,"2",68,"0","1"
9,"2",12,"1","1"
9,"1",9,"1","1"
9,"1",19,"2","1"
9,"2",17,"2","1"
7,"2",9,"1","1"
7,"1",13,"1","1"
9,"2",23,"2","1"
9,"1",21,"2","1"
9,"2",19,"2","1"
9,"1",0,"0","1"
6,"1",77,"0","1"
11,"2",20,"1","2"
11,"1",45,"0","2"
11,"2",41,"0","2"
11,"2",24,"2","2"
11,"2",3,"0","2"
11,"2",82,"0","2"
10,"2",7,"0","1"
10,"2",3,"0","1"
10,"2",0,"0","1"
10,"2",28,"0","1"
10,"2",2,"0","1"
6,"1",88,"0","1"
9,"2",7,"1","1"
9,"2",90,"0","1"
9,"2",21,"2","1"
9,"2",1,"0","1"
8,"1",23,"3","2"
8,"2",20,"2","2"
8,"2",69,"0","2"
6,"2",85,"0","5"
6,"2",19,"3","4"
6,"2",2,"0","5"
7,"2",22,"2","5"
7,"1",19,"2","5"
7,"2",19,"2","4"
7,"2",63,"0","4"
9,"1",20,"2","4"
9,"1",20,"2","4"
9,"2",25,"2","4"
9,"2",0,"0","4"
9,"2",2,"0","5"
9,"2",21,"3","5"
9,"2",19,"3","5"
9,"2",60,"0","5"
7,"2",29,"3","5"
7,"1",1,"0","5"
6,"1",21,"2","4"
8,"1",33,"2","4"
8,"2",27,"3","4"
8,"1",1,"0","4"
6,"2",22,"2","5"
7,"2",28,"2","4"
7,"1",2,"0","4"
6,"1",9,"0","4"
8,"2",11,"1","5"
8,"1",9,"1","5"
8,"1",38,"2","5"
7,"2",22,"2","4"
7,"2",22,"3","4"
6,"1",74,"0","2"
9,"2",26,"2","3"
9,"2",6,"0","3"
9,"2",3,"0","3"
9,"1",1,"0","3"
7,"2",3,"0","4"
7,"1",1,"0","4"
6,"1",75,"0","4"
8,"2",1,"0","5"
8,"2",27,"2","5"
8,"2",3,"0","5"
9,"2",22,"3","5"
9,"2",1,"0","5"
9,"2",14,"2","5"
9,"1",28,"3","5"
6,"1",12,"1","4"
6,"2",18,"3","5"
6,"1",11,"1","5"
6,"1",32,"2","5"
7,"1",77,"3","5"
7,"1",19,"3","5"
7,"2",1,"0","5"
7,"2",16,"2","5"
7,"1",9,"1","5"
7,"1",2,"0","5"
7,"2",12,"1","4"
7,"1",9,"1","4"
8,"1",9,"1","5"
8,"1",7,"1","5"
8,"1",5,"1","5"
10,"1",16,"2","5"
10,"1",36,"2","5"
10,"2",35,"3","5"
10,"1",12,"1","5"
10,"2",6,"0","5"
7,"2",0,"0","5"
7,"2",22,"3","5"
7,"2",20,"3","5"
7,"2",0,"0","5"
6,"1",13,"0","4"
7,"1",13,"1","5"
7,"1",7,"1","5"
7,"2",5,"1","4"
7,"1",2,"0","4"
7,"2",4,"0","5"
7,"1",2,"0","5"
8,"2",11,"1","4"
8,"2",22,"3","4"
8,"2",1,"0","4"
8,"2",3,"0","4"
8,"1",0,"0","4"
8,"2",17,"2","4"
14,"1",12,"1","5"
14,"2",30,"1","5"
14,"1",9,"1","5"
14,"2",5,"0","5"
14,"2",28,"2","5"
14,"2",9,"1","5"
14,"1",3,"0","5"
14,"2",22,"3","5"
14,"1",3,"0","5"
6,"1",2,"0","5"
6,"2",58,"0","5"
6,"1",12,"1","3"
9,"1",7,"1","5"
9,"1",30,"3","5"
9,"2",22,"3","5"
9,"2",17,"2","5"
6,"2",2,"0","5"
6,"1",7,"1","2"
6,"1",21,"3","4"
6,"1",9,"1","5"
9,"1",5,"1","3"
9,"2",16,"2","3"
9,"1",19,"3","3"
9,"1",15,"2","3"
7,"1",6,"1","5"
7,"2",76,"0","5"
8,"1",21,"2","5"
8,"2",17,"2","5"
8,"1",14,"2","5"
6,"2",21,"3","5"
6,"2",65,"0","5"
13,"2",40,"0","5"
13,"2",17,"1","5"
13,"2",28,"1","5"
13,"2",7,"0","5"
13,"2",2,"0","5"
13,"1",0,"0","5"
13,"1",68,"0","5"
13,"2",65,"0","5"
12,"2",13,"1","3"
12,"2",10,"1","3"
12,"1",8,"1","3"
12,"2",24,"1","3"
12,"2",5,"0","3"
12,"2",4,"0","3"
12,"1",1,"0","3"
11,"1",10,"1","5"
11,"2",8,"1","5"
11,"2",25,"1","5"
11,"2",5,"1","5"
11,"1",0,"0","5"
11,"2",60,"0","5"
8,"1",6,"0","2"
8,"1",5,"0","2"
8,"2",80,"0","2"
8,"1",23,"2","3"
8,"1",15,"2","3"
8,"1",12,"1","3"
11,"1",3,"0","4"
11,"2",16,"1","4"
11,"2",13,"2","4"
11,"2",95,"0","4"
11,"2",19,"0","4"
11,"1",0,"0","4"
8,"1",16,"2","4"
8,"1",14,"1","4"
8,"2",11,"1","4"
12,"2",9,"1","4"
12,"1",6,"0","4"
12,"2",3,"0","4"
12,"1",28,"3","4"
12,"2",26,"1","4"
12,"2",4,"0","4"
12,"1",1,"0","4"
15,"1",37,"0","3"
15,"2",33,"1","3"
15,"1",15,"1","3"
15,"2",11,"1","3"
15,"2",9,"1","3"
15,"2",30,"0","3"
15,"2",10,"1","3"
15,"2",8,"1","3"
15,"1",6,"1","3"
15,"1",3,"0","3"
10,"1",0,"0","3"
10,"2",20,"1","3"
10,"1",16,"2","3"
10,"2",14,"2","3"
10,"1",12,"1","3"
6,"2",2,"0","1"
6,"1",1,"0","3"
7,"2",9,"1","3"
7,"2",17,"1","3"
7,"1",6,"0","3"
7,"2",71,"0","3"
7,"2",10,"1","5"
7,"1",7,"1","5"
7,"2",14,"2","5"
7,"1",7,"1","5"
7,"1",1,"0","5"
7,"2",59,"0","5"
6,"2",13,"2","5"
7,"2",8,"1","5"
7,"1",4,"0","5"
6,"2",70,"0","5"
9,"1",29,"2","5"
9,"2",27,"3","5"
9,"2",7,"1","5"
9,"1",4,"0","5"
7,"1",0,"0","5"
7,"2",14,"2","5"
8,"1",23,"3","5"
8,"2",26,"2","5"
8,"2",1,"0","5"
6,"2",20,"3","5"
8,"2",22,"2","5"
8,"2",0,"0","5"
8,"1",6,"1","5"
9,"2",27,"2","5"
9,"1",11,"1","5"
9,"1",10,"1","5"
9,"1",8,"1","5"
6,"2",3,"0","5"
8,"1",36,"2","5"
8,"2",32,"2","5"
8,"1",0,"0","5"
6,"2",68,"0","4"
6,"2",25,"3","5"
7,"2",20,"2","4"
7,"1",1,"0","4"
8,"1",35,"1","5"
8,"2",10,"1","5"
8,"1",5,"0","5"
6,"1",1,"0","5"
6,"2",8,"0","5"
6,"1",84,"0","5"
6,"2",2,"0","5"
6,"1",42,"2","5"
6,"1",17,"3","5"
7,"1",13,"2","5"
7,"1",10,"1","5"
9,"1",1,"0","5"
9,"1",29,"3","5"
9,"2",24,"3","5"
9,"2",0,"0","5"
7,"2",9,"1","4"
7,"1",4,"0","4"
6,"1",9,"0","4"
6,"2",2,"0","4"
7,"2",5,"0","5"
7,"1",16,"2","5"
6,"1",2,"0","1"
6,"2",0,"0","3"
8,"2",12,"2","4"
8,"2",8,"1","4"
8,"2",6,"1","4"
8,"2",15,"1","4"
8,"1",12,"2","4"
8,"2",6,"1","4"
8,"2",9,"1","5"
8,"2",7,"1","5"
8,"1",5,"0","5"
8,"2",2,"0","4"
8,"1",18,"2","4"
8,"1",16,"1","4"
7,"2",21,"1","5"
7,"1",20,"1","5"
12,"2",4,"0","4"
12,"2",18,"1","4"
12,"2",3,"0","4"
12,"1",22,"0","4"
12,"1",4,"0","4"
12,"2",21,"1","4"
12,"1",1,"0","4"
9,"1",25,"1","3"
9,"2",23,"0","3"
9,"2",0,"0","3"
9,"2",18,"1","3"
10,"1",22,"1","2"
10,"1",18,"2","2"
10,"1",15,"1","2"
10,"2",13,"1","2"
10,"1",10,"1","2"
18,"1",4,"0","5"
18,"1",33,"2","5"
18,"2",33,"1","5"
18,"1",15,"2","5"
18,"2",12,"2","5"
18,"2",7,"1","5"
18,"1",5,"0","5"
18,"1",27,"3","5"
18,"2",24,"2","5"
18,"2",3,"0","5"
18,"2",1,"0","5"
18,"2",18,"3","5"
18,"1",14,"2","5"
9,"1",11,"1","4"
9,"2",8,"1","4"
9,"1",70,"0","4"
9,"2",65,"0","4"
6,"1",2,"0","1"
7,"1",20,"0","3"
7,"2",61,"0","3"
6,"1",3,"0","2"
9,"2",13,"2","3"
9,"1",8,"0","3"
9,"1",72,"0","3"
9,"2",71,"0","3"
6,"1",73,"0","3"
8,"1",16,"2","2"
8,"2",13,"2","2"
8,"2",10,"1","2"
6,"2",73,"0","2"
6,"2",61,"0","2"
10,"1",41,"3","3"
10,"2",33,"3","3"
10,"1",11,"1","3"
10,"1",2,"0","3"
10,"2",45,"0","3"
11,"1",23,"2","2"
11,"2",19,"2","2"
11,"1",17,"2","2"
11,"2",16,"2","2"
11,"2",13,"1","2"
11,"2",72,"0","2"
6,"1",1,"0","2"
7,"1",9,"1","1"
7,"1",83,"0","1"
6,"1",0,"0","1"
6,"2",60,"1","1"
6,"1",1,"0","1"
6,"2",0,"0","2"
6,"2",14,"2","3"
6,"2",14,"2","1"
6,"2",8,"1","4"
6,"2",2,"0","5"
6,"2",1,"0","5"
6,"2",20,"3","5"
6,"2",76,"0","5"
6,"1",4,"0","2"
8,"1",14,"2","2"
8,"2",24,"2","2"
8,"2",6,"1","2"
7,"1",6,"1","3"
7,"2",4,"0","3"
6,"1",10,"1","2"
6,"1",6,"0","1"
9,"2",3,"0","3"
9,"1",23,"3","3"
9,"2",22,"2","3"
9,"1",0,"0","3"
7,"1",1,"0","5"
7,"1",18,"3","5"
10,"1",11,"2","2"
10,"1",30,"2","2"
10,"2",27,"0","2"
10,"2",10,"1","2"
10,"1",2,"0","2"
6,"2",79,"0","1"
8,"2",1,"0","1"
8,"1",20,"1","1"
8,"2",20,"2","1"
6,"2",11,"0","5"
6,"2",11,"1","5"
6,"1",50,"0","5"
7,"1",10,"1","2"
7,"2",1,"0","2"
9,"1",0,"0","5"
9,"2",16,"1","5"
9,"1",14,"1","5"
9,"2",68,"0","5"
8,"2",1,"0","5"
8,"2",21,"1","5"
8,"1",24,"1","5"
6,"1",20,"0","4"
7,"2",0,"0","5"
7,"2",28,"3","5"
6,"1",2,"0","5"
7,"1",7,"1","4"
7,"1",5,"1","4"
6,"1",6,"0","5"
6,"2",17,"2","5"
7,"1",1,"0","4"
7,"2",58,"0","4"
6,"1",9,"1","2"
8,"2",7,"0","5"
8,"1",5,"0","5"
8,"2",1,"0","5"
8,"2",33,"3","4"
8,"2",12,"1","4"
8,"1",4,"0","4"
11,"2",6,"1","4"
11,"1",3,"0","4"
11,"2",2,"0","4"
11,"1",25,"2","4"
11,"2",20,"2","4"
11,"2",9,"1","4"
6,"1",10,"1","4"
6,"2",56,"0","3"
6,"1",18,"1","4"
7,"1",1,"0","3"
7,"1",0,"0","3"
7,"1",2,"0","4"
7,"1",1,"0","4"
7,"1",3,"0","4"
7,"2",1,"0","4"
7,"1",1,"0","2"
7,"2",70,"0","2"
7,"2",3,"0","1"
7,"2",72,"0","1"
9,"1",3,"0","4"
9,"1",26,"1","4"
9,"2",22,"1","4"
9,"2",4,"0","4"
6,"2",6,"0","3"
6,"2",2,"0","1"
7,"2",19,"1","2"
7,"1",16,"2","2"
9,"1",0,"0","2"
9,"2",22,"2","2"
9,"1",23,"1","2"
9,"2",0,"0","2"
6,"1",0,"0","3"
6,"2",16,"2","3"
6,"2",10,"1","2"
9,"2",4,"0","4"
9,"1",25,"2","4"
9,"1",20,"2","4"
9,"2",21,"2","4"
7,"1",13,"2","3"
7,"1",10,"0","3"
6,"2",3,"0","1"
6,"2",12,"1","5"
8,"2",11,"1","2"
8,"2",7,"1","2"
8,"2",3,"0","2"
10,"2",6,"1","3"
10,"1",2,"0","3"
10,"2",17,"2","3"
10,"1",16,"2","3"
10,"1",14,"2","3"
8,"2",22,"2","4"
8,"2",20,"2","4"
8,"1",16,"3","4"
6,"1",13,"2","2"
8,"2",22,"2","3"
8,"2",4,"0","3"
8,"2",0,"0","3"
21,"1",14,"2","4"
21,"1",12,"1","4"
21,"1",36,"2","4"
21,"2",35,"0","4"
21,"2",22,"1","4"
21,"1",5,"0","4"
21,"1",3,"0","4"
21,"1",30,"3","4"
21,"2",25,"3","4"
21,"1",28,"3","4"
21,"2",22,"2","4"
21,"1",3,"0","4"
21,"1",26,"2","4"
21,"2",19,"2","4"
21,"1",2,"0","4"
21,"1",18,"2","4"
6,"2",15,"2","3"
7,"2",22,"2","3"
7,"1",2,"0","3"
6,"1",3,"0","2"
14,"2",7,"0","2"
14,"1",27,"0","2"
14,"2",24,"0","2"
14,"1",2,"0","2"
14,"1",22,"2","2"
14,"2",18,"2","2"
14,"2",0,"0","2"
14,"2",17,"2","2"
14,"1",13,"1","2"
7,"1",8,"1","4"
7,"2",22,"2","4"
7,"2",23,"2","2"
7,"2",69,"0","2"
9,"2",7,"1","2"
9,"2",26,"0","2"
9,"2",22,"2","2"
9,"1",19,"2","2"
8,"1",2,"0","3"
8,"1",72,"0","3"
8,"2",72,"0","3"
7,"1",53,"1","2"
7,"1",20,"2","2"
8,"1",3,"0","5"
8,"2",62,"0","5"
8,"2",14,"2","5"
6,"2",13,"1","2"
6,"2",21,"2","3"
7,"2",24,"2","2"
7,"2",1,"0","2"
11,"2",33,"2","4"
11,"2",10,"1","4"
11,"2",8,"1","4"
11,"1",5,"1","4"
11,"1",27,"2","4"
11,"2",58,"0","4"
7,"1",0,"0","3"
7,"2",44,"0","3"
10,"2",6,"1","4"
10,"2",2,"0","4"
10,"2",16,"2","4"
10,"1",51,"2","4"
10,"1",20,"3","4"
6,"2",2,"0","2"
6,"2",11,"1","2"
6,"2",78,"0","3"
8,"1",4,"0","1"
8,"1",33,"1","1"
8,"1",30,"1","1"
6,"2",10,"1","2"
7,"2",5,"0","1"
7,"2",2,"0","1"
6,"1",7,"1","1"
6,"1",92,"0","1"
6,"1",0,"0","2"
6,"1",6,"1","2"
6,"1",37,"2","2"
8,"1",28,"3","5"
8,"2",24,"3","5"
8,"2",1,"0","5"
6,"2",7,"0","2"
6,"2",11,"1","1"
8,"1",2,"0","1"
8,"1",0,"0","1"
8,"2",71,"0","1"
9,"2",3,"0","1"
9,"2",1,"0","1"
9,"2",18,"2","1"
9,"1",0,"0","1"
8,"2",32,"2","2"
8,"1",11,"1","2"
8,"2",5,"0","2"
6,"1",14,"2","2"
7,"1",3,"0","1"
7,"2",17,"1","1"
6,"2",60,"0","2"
6,"1",0,"0","1"
6,"2",17,"2","4"
6,"2",67,"0","2"
6,"1",6,"0","2"
6,"2",7,"1","2"
8,"1",9,"1","1"
8,"2",5,"0","1"
8,"1",86,"0","1"
6,"2",6,"1","1"
6,"1",2,"0","3"
6,"2",15,"2","3"
9,"2",68,"0","3"
9,"2",6,"0","3"
9,"2",29,"2","3"
9,"2",0,"0","3"
7,"1",24,"2","3"
7,"2",19,"2","3"
6,"1",10,"1","4"
8,"2",16,"1","4"
8,"2",12,"1","4"
8,"1",72,"0","4"
6,"2",70,"0","3"
6,"2",1,"0","2"
6,"2",10,"1","4"
13,"1",8,"0","5"
13,"2",8,"1","5"
13,"2",7,"0","5"
13,"1",23,"2","5"
13,"2",18,"1","5"
13,"1",0,"0","5"
13,"2",19,"1","5"
13,"1",0,"0","5"
6,"2",0,"0","5"
8,"1",14,"2","5"
8,"2",24,"2","5"
8,"1",0,"0","5"
10,"1",22,"2","4"
10,"2",28,"3","4"
10,"2",24,"3","4"
10,"1",30,"2","4"
10,"1",1,"0","4"
6,"2",71,"0","5"
9,"1",0,"0","4"
9,"2",16,"2","4"
9,"1",14,"1","4"
9,"2",14,"2","4"
7,"1",2,"0","4"
7,"2",70,"0","4"
7,"1",74,"0","4"
7,"2",70,"0","4"
6,"2",56,"0","4"
6,"1",0,"0","3"
7,"1",76,"0","3"
7,"2",72,"0","3"
6,"2",12,"1","2"
7,"2",4,"0","3"
7,"2",0,"0","3"
15,"1",20,"1","4"
15,"1",18,"1","4"
15,"2",15,"2","4"
15,"1",45,"2","4"
15,"2",40,"0","4"
15,"1",20,"3","4"
15,"1",10,"1","4"
15,"2",24,"0","4"
15,"2",4,"0","4"
15,"2",2,"0","4"
6,"1",14,"1","5"
