"size","gender","age","edu","wealth"
10,"1",11,"1","1"
10,"2",9,"1","1"
10,"2",8,"1","1"
10,"1",18,"2","1"
8,"2",16,"1","1"
8,"2",0,"0","1"
8,"2",12,"1","1"
6,"2",13,"1","1"
6,"1",10,"1","1"
6,"1",6,"1","1"
11,"1",5,"0","3"
11,"2",22,"2","3"
11,"1",4,"0","3"
11,"1",20,"3","3"
11,"2",62,"0","3"
11,"2",95,"0","3"
9,"1",2,"0","1"
9,"2",18,"3","1"
9,"2",23,"0","1"
9,"1",1,"0","1"
7,"2",8,"1","1"
7,"1",6,"1","1"
7,"1",7,"1","1"
7,"1",6,"1","1"
6,"1",78,"0","1"
6,"1",19,"2","1"
6,"1",4,"0","1"
6,"2",17,"2","1"
10,"2",4,"0","1"
10,"2",35,"0","1"
10,"1",20,"2","1"
10,"2",10,"1","1"
10,"1",5,"1","1"
8,"2",16,"2","1"
8,"1",13,"2","1"
8,"1",13,"2","1"
6,"1",5,"1","1"
12,"2",7,"0","2"
12,"1",31,"3","2"
12,"2",29,"2","2"
12,"1",9,"1","2"
12,"1",4,"0","2"
12,"2",22,"3","2"
12,"2",19,"2","2"
9,"2",17,"2","1"
9,"2",17,"2","1"
9,"2",15,"2","1"
9,"1",12,"1","1"
6,"2",14,"2","2"
9,"1",9,"1","1"
9,"1",13,"2","1"
9,"2",11,"1","1"
9,"2",22,"3","1"
6,"1",13,"1","1"
11,"1",11,"1","1"
11,"1",8,"1","1"
11,"1",26,"3","1"
11,"2",24,"0","1"
11,"1",3,"0","1"
11,"2",1,"0","1"
6,"2",60,"0","2"
7,"2",10,"1","1"
7,"2",80,"0","1"
9,"1",8,"1","1"
9,"1",3,"0","1"
9,"1",76,"0","1"
9,"2",76,"0","1"
6,"2",40,"0","1"
6,"1",3,"0","1"
6,"2",45,"0","1"
7,"1",13,"2","1"
7,"1",10,"1","1"
8,"2",7,"1","1"
8,"2",6,"1","1"
8,"2",52,"0","1"
8,"2",2,"0","1"
8,"1",0,"0","1"
8,"2",60,"0","1"
6,"2",67,"0","1"
6,"1",6,"1","1"
8,"1",5,"0","2"
8,"1",0,"0","2"
8,"1",13,"2","2"
6,"1",0,"0","1"
6,"1",7,"1","3"
6,"2",16,"2","1"
7,"2",9,"1","2"
7,"1",3,"0","2"
6,"1",26,"3","4"
6,"1",6,"1","1"
8,"1",15,"2","2"
8,"2",13,"2","2"
8,"2",51,"0","2"
6,"2",70,"0","1"
8,"2",4,"0","1"
8,"2",2,"0","1"
8,"2",0,"0","1"
7,"1",6,"0","1"
7,"2",2,"0","1"
8,"1",18,"2","2"
8,"2",16,"2","2"
8,"2",13,"2","2"
6,"2",6,"0","1"
6,"1",13,"2","1"
7,"2",9,"1","1"
7,"1",7,"1","1"
8,"2",17,"1","1"
8,"2",15,"1","1"
8,"2",13,"1","1"
6,"1",1,"0","2"
6,"1",8,"1","1"
6,"1",0,"0","1"
6,"1",4,"0","3"
6,"2",52,"0","1"
7,"2",8,"1","2"
7,"1",5,"1","2"
6,"2",60,"0","1"
6,"2",60,"0","1"
8,"2",16,"2","1"
8,"1",13,"1","1"
8,"2",9,"1","1"
8,"2",10,"1","1"
8,"1",5,"1","1"
8,"2",68,"0","1"
8,"1",12,"1","1"
8,"1",10,"1","1"
8,"2",8,"1","1"
7,"1",5,"0","1"
7,"1",73,"0","1"
7,"2",8,"1","1"
7,"1",6,"1","1"
6,"2",82,"0","5"
6,"2",73,"0","4"
7,"2",20,"2","3"
7,"1",0,"0","3"
6,"2",1,"0","3"
6,"2",25,"2","4"
8,"1",5,"0","3"
8,"2",33,"2","3"
8,"2",0,"0","3"
9,"2",4,"0","5"
9,"1",25,"2","5"
9,"2",25,"2","5"
9,"2",7,"0","5"
8,"2",32,"0","4"
8,"1",11,"1","4"
8,"2",6,"1","4"
6,"2",10,"1","3"
9,"1",3,"0","4"
9,"1",24,"3","4"
9,"2",26,"3","4"
9,"1",1,"0","4"
8,"2",26,"2","4"
8,"2",8,"1","4"
8,"1",7,"0","4"
7,"2",25,"3","5"
7,"1",74,"0","5"
10,"2",25,"1","3"
10,"2",8,"0","3"
10,"1",3,"0","3"
10,"1",22,"2","3"
10,"1",18,"2","3"
6,"2",78,"0","4"
8,"2",25,"3","3"
8,"2",5,"1","3"
8,"2",2,"0","3"
8,"2",3,"0","5"
8,"1",16,"2","5"
8,"2",13,"2","5"
7,"1",1,"0","5"
7,"2",29,"3","5"
21,"1",19,"2","4"
21,"2",21,"2","4"
21,"1",50,"2","4"
21,"2",51,"0","4"
21,"1",12,"1","4"
21,"1",45,"2","4"
21,"2",40,"0","4"
21,"1",25,"2","4"
21,"2",20,"2","4"
21,"1",15,"2","4"
21,"1",45,"2","4"
21,"2",47,"0","4"
21,"2",19,"3","4"
21,"2",23,"2","4"
21,"2",26,"3","4"
21,"2",10,"1","4"
8,"1",2,"0","3"
8,"1",27,"3","3"
8,"2",27,"2","3"
6,"1",1,"0","4"
6,"2",17,"3","2"
6,"2",12,"1","3"
7,"1",24,"2","3"
7,"2",23,"3","3"
12,"2",67,"0","5"
12,"1",34,"3","5"
12,"1",27,"1","5"
12,"2",26,"2","5"
12,"1",8,"1","5"
12,"1",0,"0","5"
12,"2",17,"2","5"
6,"1",28,"3","4"
9,"2",4,"0","3"
9,"1",23,"1","3"
9,"1",22,"2","3"
9,"2",35,"2","3"
6,"2",9,"1","3"
6,"1",1,"0","3"
7,"1",17,"2","2"
7,"1",13,"2","2"
9,"1",2,"0","2"
9,"1",32,"2","2"
9,"2",17,"2","2"
9,"1",20,"2","2"
6,"1",15,"2","3"
6,"1",6,"1","2"
6,"2",69,"0","4"
10,"2",23,"2","2"
10,"2",21,"2","2"
10,"2",19,"1","2"
10,"1",0,"0","2"
10,"2",9,"1","2"
6,"1",13,"2","2"
6,"1",5,"0","2"
6,"1",13,"1","2"
6,"2",17,"2","3"
8,"2",22,"2","3"
8,"2",5,"0","3"
8,"2",18,"2","3"
7,"2",8,"1","2"
7,"2",64,"0","2"
8,"2",10,"1","3"
8,"2",21,"3","3"
8,"1",0,"0","3"
7,"1",16,"2","2"
7,"2",70,"0","2"
6,"2",18,"2","4"
10,"2",28,"2","3"
10,"2",1,"0","3"
10,"2",22,"2","3"
10,"2",17,"2","3"
10,"1",1,"0","3"
9,"1",6,"0","3"
9,"2",5,"0","3"
9,"1",60,"0","3"
9,"2",63,"0","3"
9,"1",27,"2","3"
9,"2",23,"2","3"
9,"1",2,"0","3"
9,"1",22,"2","3"
10,"1",26,"3","4"
10,"2",23,"3","4"
10,"2",2,"0","4"
10,"2",19,"2","4"
10,"2",70,"0","4"
6,"2",19,"2","3"
7,"2",20,"2","4"
7,"1",2,"0","4"
6,"1",8,"1","2"
6,"1",3,"0","2"
11,"1",32,"0","3"
11,"2",30,"0","3"
11,"2",9,"0","3"
11,"1",4,"0","3"
11,"1",52,"0","3"
11,"2",59,"0","3"
6,"2",58,"0","3"
7,"1",16,"2","4"
7,"2",12,"2","4"
7,"2",22,"2","5"
7,"1",21,"2","5"
7,"1",7,"1","3"
7,"2",78,"0","3"
6,"2",11,"2","2"
6,"2",3,"0","4"
6,"1",26,"3","5"
7,"2",7,"1","3"
7,"1",2,"0","3"
12,"2",5,"1","2"
12,"2",26,"2","2"
12,"2",7,"1","2"
12,"1",1,"0","2"
12,"2",26,"3","2"
12,"2",0,"0","2"
12,"2",20,"2","2"
7,"2",23,"2","2"
7,"2",78,"0","2"
8,"2",6,"1","1"
8,"2",76,"0","1"
8,"2",75,"0","1"
11,"1",9,"0","2"
11,"1",37,"2","2"
11,"2",36,"2","2"
11,"1",11,"2","2"
11,"2",7,"0","2"
11,"2",76,"0","2"
6,"2",65,"0","1"
6,"1",4,"0","1"
6,"2",61,"0","2"
6,"2",4,"0","2"
8,"2",9,"1","1"
8,"2",4,"0","1"
8,"1",2,"0","1"
6,"2",9,"1","1"
7,"2",14,"2","1"
7,"1",10,"1","1"
6,"2",66,"0","1"
6,"2",80,"0","1"
7,"2",21,"3","1"
7,"1",11,"2","1"
8,"1",1,"0","1"
8,"1",62,"0","1"
8,"2",56,"0","1"
8,"2",7,"0","1"
8,"2",5,"0","1"
8,"2",82,"0","1"
8,"1",16,"2","2"
8,"1",11,"1","2"
8,"2",87,"0","2"
6,"2",72,"0","2"
8,"1",5,"1","1"
8,"2",2,"0","1"
8,"2",0,"0","1"
7,"2",9,"2","2"
7,"2",0,"0","2"
6,"2",59,"0","2"
6,"1",1,"0","1"
8,"2",14,"1","1"
8,"2",7,"1","1"
8,"1",4,"0","1"
6,"2",72,"0","1"
8,"1",12,"2","2"
8,"1",11,"1","2"
8,"1",9,"1","2"
6,"1",8,"1","1"
10,"1",22,"2","1"
10,"2",15,"2","1"
10,"1",13,"2","1"
10,"2",12,"1","1"
10,"2",52,"0","1"
6,"2",58,"0","1"
10,"2",7,"1","1"
10,"2",3,"0","1"
10,"2",2,"0","1"
10,"1",0,"0","1"
10,"2",17,"2","1"
6,"1",1,"0","2"
6,"2",80,"0","1"
7,"2",1,"0","1"
7,"1",20,"2","1"
7,"2",10,"1","1"
7,"1",7,"0","1"
6,"1",1,"0","1"
9,"2",11,"1","1"
9,"1",7,"1","1"
9,"2",5,"1","1"
9,"1",60,"0","1"
6,"2",7,"1","1"
7,"1",12,"1","2"
7,"1",3,"0","2"
6,"2",72,"0","1"
10,"1",16,"2","1"
10,"1",13,"2","1"
10,"2",10,"1","1"
10,"2",6,"1","1"
10,"2",65,"0","1"
7,"1",5,"1","1"
7,"1",1,"0","1"
8,"2",14,"2","2"
8,"2",9,"1","2"
8,"2",75,"0","2"
7,"1",15,"2","1"
7,"1",16,"2","1"
8,"2",6,"1","1"
8,"2",4,"0","1"
8,"2",52,"0","1"
7,"1",62,"2","3"
7,"2",62,"1","3"
7,"2",20,"3","3"
7,"1",1,"0","3"
7,"1",83,"0","2"
7,"2",75,"0","2"
6,"1",11,"1","2"
6,"1",11,"2","2"
7,"2",60,"0","3"
7,"2",80,"0","3"
6,"2",12,"2","3"
7,"2",14,"2","1"
7,"1",12,"1","1"
9,"1",8,"1","2"
9,"2",6,"1","2"
9,"1",4,"0","2"
9,"1",79,"0","2"
6,"1",5,"1","1"
6,"1",10,"1","1"
7,"2",2,"0","1"
7,"1",0,"0","1"
6,"1",4,"0","1"
7,"2",19,"2","3"
7,"2",8,"1","3"
6,"1",7,"1","3"
6,"2",2,"0","1"
6,"2",4,"0","1"
6,"1",4,"0","1"
6,"1",13,"2","2"
7,"2",6,"0","1"
7,"2",2,"0","1"
9,"1",11,"1","1"
9,"1",5,"0","1"
9,"2",72,"0","1"
9,"2",63,"0","1"
6,"2",12,"2","1"
8,"1",21,"2","2"
8,"2",21,"0","2"
8,"1",16,"2","2"
10,"2",13,"2","1"
10,"1",10,"1","1"
10,"2",8,"1","1"
10,"1",6,"1","1"
10,"1",4,"0","1"
6,"1",80,"0","2"
6,"1",11,"2","2"
9,"1",35,"3","4"
9,"2",24,"2","4"
9,"2",6,"1","4"
9,"1",2,"0","4"
6,"2",73,"0","1"
7,"2",8,"1","2"
7,"1",5,"0","2"
8,"1",10,"1","1"
8,"1",8,"1","1"
8,"2",7,"0","1"
6,"1",25,"2","1"
7,"1",6,"1","1"
7,"2",2,"0","1"
7,"2",11,"2","2"
7,"1",9,"1","2"
